,Res_Txn_Same,Ship_Res_Same,Time,Country of Transaction_United Kingdom,Shipping Address_United Kingdom,Country of Residence_United Kingdom,Entry Mode_PIN,Amount,Entry Mode_CVC,Entry Mode_Tap,Merchant Group_Children
7508,1.0,0.0,0.8695652173913043,1,0,1,0,0.0125,1,0,0
2728,1.0,1.0,0.7826086956521738,1,1,1,0,0.67,1,0,0
81020,1.0,1.0,0.8695652173913043,1,1,1,0,0.9450000000000001,1,0,0
87319,0.0,0.0,0.13043478260869565,0,0,1,0,0.0375,0,1,0
4807,1.0,0.0,0.7826086956521738,1,0,1,0,0.4375,1,0,0
5305,1.0,0.0,0.9130434782608695,1,0,1,1,0.0375,0,0,0
17404,1.0,1.0,0.7826086956521738,1,1,1,1,0.93,0,0,0
43118,1.0,0.0,0.9130434782608695,1,0,1,0,0.0425,1,0,0
74882,1.0,1.0,0.7826086956521738,1,1,1,0,0.06,1,0,0
69139,1.0,1.0,0.3913043478260869,1,1,1,1,0.43,0,0,0
25276,1.0,1.0,0.8695652173913043,1,1,1,0,0.8125,1,0,0
864,1.0,0.0,0.43478260869565216,1,0,1,0,0.0425,0,1,1
74221,1.0,1.0,0.3913043478260869,1,1,1,1,0.28500000000000003,0,0,0
48521,1.0,0.0,0.4782608695652174,1,0,1,0,0.02,0,1,0
68182,1.0,1.0,0.9565217391304348,1,1,1,1,0.395,0,0,1
77116,1.0,1.0,0.6086956521739131,0,0,0,0,0.2475,1,0,0
6094,1.0,0.0,1.0,1,0,1,0,0.0425,0,1,0
53331,1.0,1.0,0.30434782608695654,0,0,0,0,0.195,1,0,0
86133,1.0,0.0,0.4782608695652174,1,0,1,1,0.0425,0,0,0
16545,1.0,1.0,0.6521739130434783,1,1,1,1,0.64,0,0,0
56078,1.0,1.0,0.9130434782608695,1,1,1,1,0.105,0,0,0
27837,1.0,0.0,0.8695652173913043,1,0,1,1,0.055,0,0,0
25280,1.0,1.0,0.6521739130434783,1,1,1,0,0.0725,1,0,0
13885,1.0,1.0,0.9565217391304348,1,1,1,1,0.59,0,0,1
72443,1.0,1.0,1.0,1,1,1,1,0.9450000000000001,0,0,0
19773,1.0,1.0,0.6956521739130435,1,1,1,1,0.0325,0,0,0
72063,1.0,1.0,0.6956521739130435,1,1,1,1,0.9550000000000001,0,0,1
49412,1.0,1.0,0.9565217391304348,1,1,1,1,0.2225,0,0,0
23932,1.0,1.0,1.0,1,1,1,0,0.9875,1,0,0
83712,1.0,1.0,0.5652173913043478,1,1,1,0,0.6075,1,0,0
9137,1.0,1.0,0.5652173913043478,1,1,1,0,0.0675,0,1,0
63278,1.0,1.0,0.5217391304347826,1,1,1,0,0.025,1,0,0
87039,1.0,1.0,0.3913043478260869,1,1,1,1,0.3325,0,0,1
26567,1.0,1.0,0.6086956521739131,1,1,1,0,0.9450000000000001,1,0,0
98617,1.0,1.0,0.3913043478260869,1,1,1,1,0.0375,0,0,0
50987,1.0,0.0,0.3913043478260869,1,0,1,0,0.045,0,1,0
4899,1.0,1.0,0.8695652173913043,1,1,1,1,0.2725,0,0,0
83196,1.0,1.0,0.8260869565217391,0,0,0,0,0.0375,1,0,0
75065,1.0,1.0,0.8695652173913043,0,0,0,1,0.2925,0,0,0
4584,0.0,0.0,0.5652173913043478,0,0,1,0,0.065,0,1,0
90276,1.0,1.0,0.30434782608695654,1,1,1,0,0.0325,1,0,0
40134,1.0,1.0,0.6956521739130435,1,1,1,1,0.2575,0,0,0
95265,1.0,1.0,0.5217391304347826,1,1,1,0,0.065,0,1,0
87706,1.0,1.0,0.8260869565217391,0,0,0,0,0.05,0,1,1
51427,1.0,1.0,0.6956521739130435,1,1,1,1,0.0925,0,0,1
33219,1.0,1.0,0.9565217391304348,1,1,1,0,0.0125,0,1,0
70655,1.0,1.0,0.6521739130434783,1,1,1,0,0.6525,1,0,1
11615,1.0,1.0,0.8260869565217391,1,1,1,1,0.075,0,0,0
84979,1.0,1.0,0.43478260869565216,1,1,1,0,0.0525,0,1,0
72842,1.0,1.0,0.5217391304347826,0,0,0,0,0.9825,1,0,1
27340,1.0,1.0,0.3913043478260869,1,1,1,0,0.02,1,0,0
5682,1.0,1.0,0.6956521739130435,1,1,1,1,0.3525,0,0,0
80681,1.0,1.0,0.34782608695652173,0,0,0,0,0.045,0,1,0
50066,1.0,1.0,0.34782608695652173,1,1,1,1,0.5975,0,0,0
25,1.0,1.0,0.3913043478260869,0,0,0,0,0.03,1,0,1
71772,1.0,1.0,0.4782608695652174,1,1,1,0,0.025,1,0,0
23683,1.0,1.0,0.6086956521739131,1,1,1,1,0.0325,0,0,0
35392,1.0,0.0,1.0,1,0,1,0,0.2225,1,0,0
32859,1.0,1.0,1.0,1,1,1,1,0.025,0,0,0
53787,1.0,1.0,0.9565217391304348,1,1,1,1,0.74,0,0,0
70612,1.0,1.0,0.9565217391304348,1,1,1,1,0.8725,0,0,1
98139,1.0,1.0,0.34782608695652173,1,1,1,0,0.0375,0,1,0
13835,1.0,0.0,0.34782608695652173,1,0,1,1,0.515,0,0,0
82511,1.0,1.0,0.9565217391304348,1,1,1,0,0.025,1,0,0
67345,1.0,0.0,0.30434782608695654,1,0,1,0,0.065,0,1,0
7218,1.0,1.0,0.4782608695652174,0,0,0,1,0.6025,0,0,0
87720,1.0,1.0,0.5217391304347826,1,1,1,1,0.33,0,0,0
30164,1.0,1.0,0.6956521739130435,1,1,1,0,0.0325,1,0,0
21992,1.0,1.0,0.7391304347826086,0,0,0,0,0.0275,0,1,0
54984,1.0,1.0,0.8695652173913043,1,1,1,0,0.0375,1,0,0
89242,1.0,0.0,0.7826086956521738,1,0,1,0,0.0125,1,0,0
27646,1.0,1.0,0.34782608695652173,1,1,1,1,0.145,0,0,0
90949,1.0,1.0,0.6956521739130435,1,1,1,1,0.0425,0,0,0
35556,1.0,1.0,0.9130434782608695,0,0,0,1,0.705,0,0,0
36184,1.0,1.0,0.30434782608695654,0,0,0,1,0.02,0,0,0
48645,1.0,1.0,0.3913043478260869,1,1,1,0,0.0275,0,1,0
26728,1.0,1.0,0.5217391304347826,1,1,1,1,0.0675,0,0,0
46475,1.0,1.0,0.34782608695652173,1,1,1,1,0.58,0,0,0
50528,1.0,0.0,0.8695652173913043,1,0,1,0,0.4325,1,0,0
46189,1.0,1.0,0.9130434782608695,1,1,1,1,0.065,0,0,0
78182,1.0,1.0,0.6956521739130435,0,0,0,1,0.865,0,0,0
31956,0.0,0.0,0.3913043478260869,0,0,1,0,0.07,1,0,0
48565,1.0,1.0,0.5652173913043478,1,1,1,1,0.295,0,0,0
95778,1.0,1.0,0.6521739130434783,1,1,1,0,0.0375,0,1,0
34144,1.0,1.0,0.7826086956521738,1,1,1,1,0.4225,0,0,0
54662,1.0,1.0,0.9565217391304348,1,1,1,1,0.13,0,0,0
56191,1.0,1.0,0.6521739130434783,0,0,0,0,0.3775,1,0,0
36822,1.0,1.0,0.30434782608695654,1,1,1,0,0.03,0,1,0
10664,1.0,0.0,0.34782608695652173,1,0,1,0,0.04,0,1,0
21347,1.0,1.0,0.6086956521739131,0,0,0,0,0.0725,0,1,0
83094,1.0,0.0,0.3913043478260869,1,0,1,1,0.4175,0,0,0
2258,1.0,1.0,0.9130434782608695,1,1,1,0,0.03,1,0,0
55535,1.0,1.0,0.7391304347826086,1,1,1,1,0.74,0,0,0
91787,1.0,1.0,0.8695652173913043,1,1,1,0,0.3075,1,0,1
31768,1.0,1.0,0.4782608695652174,1,1,1,1,0.055,0,0,1
61512,1.0,1.0,0.4782608695652174,1,1,1,1,0.03,0,0,0
77652,1.0,0.0,0.5652173913043478,1,0,1,1,0.99,0,0,0
74186,1.0,0.0,1.0,1,0,1,0,0.0275,1,0,0
96596,1.0,1.0,0.4782608695652174,1,1,1,1,0.2275,0,0,0
64429,1.0,1.0,0.7826086956521738,0,0,0,1,0.6575,0,0,0
23474,1.0,1.0,0.30434782608695654,1,1,1,1,0.7725,0,0,1
80749,1.0,1.0,1.0,1,1,1,1,0.7775,0,0,0
99553,1.0,1.0,0.9130434782608695,1,1,1,1,0.41250000000000003,0,0,0
47394,1.0,1.0,0.6956521739130435,1,1,1,1,0.8475,0,0,0
27899,1.0,1.0,0.6956521739130435,1,1,1,0,0.2025,1,0,0
85605,1.0,1.0,0.7391304347826086,1,1,1,1,0.07,0,0,0
15363,1.0,1.0,0.6521739130434783,1,1,1,0,0.05,0,1,0
92177,1.0,1.0,0.34782608695652173,0,0,0,0,0.075,0,1,1
36886,1.0,1.0,0.9130434782608695,1,1,1,1,0.0125,0,0,0
83080,1.0,1.0,0.9565217391304348,1,1,1,0,0.765,1,0,0
90938,1.0,0.0,0.8695652173913043,1,0,1,0,0.5425,1,0,0
35905,1.0,0.0,0.8695652173913043,1,0,1,1,0.0175,0,0,0
92319,1.0,1.0,0.30434782608695654,1,1,1,1,0.9125,0,0,1
4618,1.0,1.0,0.6956521739130435,1,1,1,1,0.9,0,0,0
60664,1.0,1.0,0.6956521739130435,1,1,1,0,0.27,1,0,0
79538,1.0,1.0,0.43478260869565216,1,1,1,0,0.3775,1,0,0
27587,1.0,0.0,0.9565217391304348,0,1,0,0,0.875,1,0,0
68308,1.0,1.0,0.9130434782608695,1,1,1,0,0.0725,0,1,0
10391,1.0,1.0,0.8695652173913043,1,1,1,1,0.8725,0,0,1
5374,1.0,0.0,0.5652173913043478,1,0,1,0,0.075,0,1,0
54398,1.0,1.0,0.30434782608695654,1,1,1,1,0.47500000000000003,0,0,0
27902,1.0,1.0,0.30434782608695654,1,1,1,0,0.0575,0,1,0
67982,0.0,0.0,0.9130434782608695,0,0,1,1,0.0125,0,0,0
6412,1.0,1.0,0.9130434782608695,1,1,1,1,0.49,0,0,0
39905,0.0,0.0,0.13043478260869565,0,0,1,0,0.0225,0,1,0
25501,1.0,1.0,0.6956521739130435,0,0,0,1,0.26,0,0,0
82187,1.0,1.0,1.0,1,1,1,1,0.5075000000000001,0,0,0
69032,1.0,1.0,0.9130434782608695,1,1,1,1,0.935,0,0,0
38218,1.0,1.0,0.6521739130434783,0,0,0,0,0.075,1,0,0
43936,1.0,1.0,0.9565217391304348,1,1,1,1,0.0325,0,0,0
93113,1.0,1.0,0.9130434782608695,1,1,1,0,0.7325,1,0,0
23537,1.0,0.0,1.0,1,0,1,1,0.91,0,0,1
63926,1.0,1.0,0.7826086956521738,0,0,0,1,0.1575,0,0,0
63184,0.0,0.0,0.17391304347826086,0,0,1,0,0.54,1,0,0
37562,1.0,1.0,0.43478260869565216,1,1,1,1,0.99,0,0,0
53083,0.0,0.0,0.8695652173913043,0,0,1,1,0.3975,0,0,0
32072,1.0,1.0,0.6086956521739131,0,0,0,0,0.045,1,0,0
48138,0.0,0.0,0.30434782608695654,0,0,1,1,0.0475,0,0,0
78603,1.0,0.0,1.0,1,0,1,0,0.06,0,1,0
73763,1.0,1.0,0.9565217391304348,0,0,0,0,0.7125,1,0,0
2822,1.0,0.0,0.6956521739130435,1,0,1,1,0.40750000000000003,0,0,0
53173,1.0,1.0,0.7826086956521738,1,1,1,0,0.07,1,0,1
40052,1.0,1.0,0.6956521739130435,0,0,0,0,0.0625,1,0,0
32349,1.0,1.0,0.30434782608695654,1,1,1,1,0.8575,0,0,0
43406,1.0,0.0,0.3913043478260869,1,0,1,0,0.3725,1,0,0
65447,1.0,1.0,0.8695652173913043,0,0,0,1,0.3975,0,0,0
6091,1.0,1.0,0.9130434782608695,0,0,0,1,0.0375,0,0,0
10763,1.0,1.0,0.8695652173913043,1,1,1,0,0.0675,1,0,0
47327,1.0,1.0,0.5217391304347826,1,1,1,1,0.35000000000000003,0,0,1
92604,1.0,1.0,0.6956521739130435,1,1,1,0,0.02,0,1,1
79297,1.0,0.0,0.6521739130434783,1,0,1,0,0.685,1,0,1
40657,0.0,0.0,0.4782608695652174,0,0,1,0,0.7425,1,0,0
36561,1.0,1.0,0.34782608695652173,1,1,1,0,0.405,1,0,0
67502,0.0,0.0,0.21739130434782608,0,0,1,1,0.0525,0,0,0
73273,1.0,1.0,0.3913043478260869,1,1,1,1,0.9325,0,0,0
94661,1.0,0.0,0.5652173913043478,1,0,1,0,0.0325,0,1,0
98676,1.0,1.0,0.8260869565217391,1,1,1,1,0.015,0,0,0
26058,1.0,0.0,0.4782608695652174,1,0,1,1,0.06,0,0,0
36503,1.0,1.0,0.9130434782608695,1,1,1,1,0.0325,0,0,0
61983,0.0,0.0,0.7391304347826086,0,0,1,0,0.05,1,0,0
45694,1.0,1.0,0.30434782608695654,1,1,1,1,0.6475,0,0,0
33914,1.0,1.0,0.6086956521739131,1,1,1,0,0.0225,0,1,0
55944,0.0,0.0,0.7391304347826086,0,0,1,1,0.0125,0,0,0
33579,0.0,0.0,0.2608695652173913,0,0,1,0,0.0675,1,0,1
84707,1.0,1.0,0.9130434782608695,1,1,1,0,0.5275,1,0,0
19679,1.0,1.0,0.34782608695652173,1,1,1,1,0.145,0,0,0
8330,1.0,1.0,1.0,1,1,1,0,0.0475,0,1,0
68521,1.0,0.0,0.8260869565217391,1,0,1,1,0.06,0,0,1
46960,1.0,1.0,0.34782608695652173,1,1,1,1,0.44,0,0,0
48773,1.0,1.0,0.8260869565217391,1,1,1,1,0.3275,0,0,0
3745,1.0,0.0,0.5652173913043478,1,0,1,0,0.06,1,0,0
68909,1.0,1.0,0.34782608695652173,1,1,1,1,0.34,0,0,0
63426,1.0,1.0,0.4782608695652174,0,0,0,1,0.6825,0,0,0
90697,1.0,1.0,0.8695652173913043,1,1,1,0,0.0725,1,0,0
3275,1.0,1.0,0.8260869565217391,1,1,1,1,0.4925,0,0,0
28665,1.0,1.0,0.6956521739130435,0,0,0,0,0.015,0,1,1
96941,1.0,1.0,0.7826086956521738,0,0,0,1,0.0175,0,0,0
89789,1.0,1.0,0.7391304347826086,1,1,1,0,0.5275,1,0,0
2197,1.0,1.0,0.5217391304347826,0,0,0,0,0.0325,0,1,0
5609,1.0,1.0,0.5652173913043478,1,1,1,1,0.8425,0,0,0
43943,1.0,1.0,0.3913043478260869,1,1,1,0,0.0375,0,1,0
66732,1.0,1.0,0.30434782608695654,1,1,1,0,0.045,0,1,0
24075,1.0,1.0,0.9130434782608695,1,1,1,0,0.06,0,1,0
80565,1.0,1.0,0.34782608695652173,1,1,1,1,0.7075,0,0,0
530,1.0,0.0,0.6521739130434783,1,0,1,0,0.015,0,1,0
50660,0.0,0.0,0.6521739130434783,0,0,1,1,0.28500000000000003,0,0,0
40814,1.0,1.0,0.6956521739130435,1,1,1,0,0.03,0,1,0
60726,1.0,1.0,0.6956521739130435,1,1,1,1,0.11750000000000001,0,0,0
77121,0.0,0.0,0.8695652173913043,0,0,1,0,0.0625,0,1,0
5146,1.0,1.0,0.3913043478260869,1,1,1,0,0.0325,0,1,0
18028,1.0,0.0,0.17391304347826086,1,0,1,0,0.0125,1,0,0
38661,1.0,1.0,0.8695652173913043,1,1,1,1,0.41500000000000004,0,0,0
83240,1.0,1.0,0.8260869565217391,0,0,0,0,0.07,1,0,0
49091,1.0,1.0,0.7826086956521738,1,1,1,1,0.1475,0,0,0
4809,1.0,1.0,0.6521739130434783,1,1,1,0,0.0375,0,1,0
63667,0.0,0.0,0.17391304347826086,0,0,1,0,0.06,0,1,0
17258,0.0,0.0,0.9565217391304348,0,0,1,1,0.03,0,0,1
64250,1.0,1.0,0.6521739130434783,1,1,1,0,0.0475,1,0,0
59744,1.0,1.0,1.0,0,0,0,1,0.0125,0,0,0
76716,1.0,1.0,0.8260869565217391,0,0,0,1,0.8225,0,0,0
34103,1.0,1.0,0.6086956521739131,0,0,0,0,0.0475,1,0,0
51306,1.0,1.0,0.5217391304347826,1,1,1,0,0.0125,1,0,0
69437,1.0,1.0,0.43478260869565216,1,1,1,1,0.7225,0,0,0
55451,1.0,1.0,0.9130434782608695,0,0,0,0,0.065,1,0,0
15885,1.0,0.0,0.30434782608695654,1,0,1,1,0.375,0,0,0
57198,1.0,1.0,0.8695652173913043,1,1,1,0,0.07,0,1,0
42355,1.0,1.0,0.8260869565217391,1,1,1,0,0.02,0,1,0
73157,1.0,1.0,0.9565217391304348,1,1,1,1,0.03,0,0,0
27913,1.0,0.0,0.7391304347826086,1,0,1,0,0.0525,1,0,0
6141,1.0,1.0,0.30434782608695654,1,1,1,0,0.0625,1,0,0
8044,1.0,1.0,0.3913043478260869,1,1,1,1,0.6900000000000001,0,0,0
11287,1.0,1.0,0.4782608695652174,0,0,0,1,0.05,0,0,0
223,0.0,0.0,0.9565217391304348,0,0,1,1,0.3775,0,0,0
77638,1.0,1.0,0.7826086956521738,1,1,1,1,0.1475,0,0,0
61889,1.0,1.0,0.7391304347826086,0,0,0,0,0.5025000000000001,1,0,0
75636,1.0,1.0,0.7826086956521738,1,1,1,1,0.025,0,0,0
26914,1.0,1.0,0.8260869565217391,1,1,1,1,0.0325,0,0,0
71436,1.0,1.0,0.43478260869565216,0,0,0,0,0.895,1,0,0
1568,0.0,0.0,0.5652173913043478,0,0,1,1,0.0925,0,0,0
69454,1.0,1.0,0.5217391304347826,1,1,1,1,0.0625,0,0,0
4323,1.0,0.0,0.8695652173913043,1,0,1,1,0.0275,0,0,0
92340,1.0,0.0,0.6956521739130435,1,0,1,1,0.66,0,0,0
72046,1.0,1.0,0.34782608695652173,0,0,0,1,0.34,0,0,0
46977,0.0,0.0,0.5652173913043478,0,0,1,1,0.7025,0,0,0
6002,1.0,1.0,0.6521739130434783,1,1,1,0,0.4975,1,0,0
48238,1.0,1.0,0.9130434782608695,1,1,1,1,0.7025,0,0,1
12693,1.0,1.0,0.4782608695652174,1,1,1,1,0.76,0,0,0
54851,0.0,0.0,0.5652173913043478,0,0,1,0,0.055,1,0,0
53843,1.0,1.0,0.9130434782608695,1,1,1,0,0.0475,1,0,0
63697,1.0,1.0,0.5217391304347826,0,0,0,1,0.0575,0,0,1
66106,1.0,1.0,0.30434782608695654,1,1,1,1,0.63,0,0,0
74204,1.0,1.0,0.3913043478260869,1,1,1,0,0.06,0,1,0
307,1.0,1.0,0.7826086956521738,0,0,0,1,0.4225,0,0,0
26120,1.0,1.0,0.9130434782608695,1,1,1,0,0.085,1,0,0
59158,1.0,1.0,0.5217391304347826,1,1,1,1,0.025,0,0,0
78117,1.0,1.0,0.30434782608695654,1,1,1,0,0.0675,1,0,0
16433,1.0,1.0,0.4782608695652174,1,1,1,1,0.0475,0,0,0
76429,1.0,1.0,0.34782608695652173,1,1,1,0,0.02,0,1,0
31611,1.0,1.0,0.8695652173913043,0,0,0,1,0.2225,0,0,0
49892,1.0,1.0,0.9565217391304348,1,1,1,0,0.41000000000000003,1,0,0
85371,1.0,1.0,0.43478260869565216,1,1,1,0,0.05,1,0,0
12957,1.0,0.0,0.6956521739130435,1,0,1,0,0.605,1,0,0
77974,1.0,1.0,1.0,1,1,1,1,0.745,0,0,1
98951,1.0,0.0,0.9565217391304348,1,0,1,0,0.025,0,1,0
47022,1.0,0.0,0.3913043478260869,1,0,1,1,0.9125,0,0,1
15014,1.0,1.0,0.6521739130434783,0,0,0,1,0.41500000000000004,0,0,0
36910,1.0,1.0,0.5217391304347826,1,1,1,1,0.0475,0,0,0
37076,1.0,1.0,0.8260869565217391,1,1,1,0,0.025,1,0,0
49189,1.0,1.0,0.3913043478260869,0,0,0,0,0.665,1,0,0
52053,0.0,0.0,0.7826086956521738,0,0,1,0,0.0525,0,1,0
63718,1.0,1.0,0.6956521739130435,1,1,1,0,0.04,0,1,0
17377,1.0,1.0,0.9130434782608695,0,0,0,0,0.41500000000000004,1,0,0
82069,1.0,1.0,0.8695652173913043,1,1,1,0,0.055,1,0,0
44568,1.0,1.0,0.4782608695652174,1,1,1,1,0.3175,0,0,0
70497,1.0,1.0,0.6956521739130435,1,1,1,1,0.9525,0,0,0
19662,1.0,1.0,0.8260869565217391,1,1,1,0,0.0225,1,0,0
66370,1.0,1.0,0.5217391304347826,0,0,0,0,0.05,0,1,0
79273,1.0,1.0,0.6086956521739131,1,1,1,1,0.53,0,0,0
85166,1.0,1.0,1.0,1,1,1,1,0.17250000000000001,0,0,0
50816,1.0,1.0,0.7826086956521738,1,1,1,1,0.28,0,0,0
85902,1.0,1.0,0.7826086956521738,1,1,1,1,0.5625,0,0,0
17152,1.0,0.0,0.34782608695652173,1,0,1,1,0.11,0,0,0
13465,0.0,0.0,0.34782608695652173,0,0,1,1,0.4,0,0,1
46183,1.0,1.0,0.8695652173913043,1,1,1,0,0.04,1,0,0
29505,1.0,1.0,0.3913043478260869,1,1,1,0,0.0175,1,0,0
26774,1.0,1.0,0.9130434782608695,1,1,1,1,0.5775,0,0,0
59697,1.0,1.0,0.7826086956521738,1,1,1,0,0.0475,0,1,0
80185,1.0,1.0,0.34782608695652173,0,0,0,1,0.0675,0,0,0
92048,1.0,1.0,0.3913043478260869,1,1,1,1,0.465,0,0,0
48531,0.0,0.0,0.0,0,0,1,0,0.0275,0,1,0
89928,1.0,1.0,1.0,0,0,0,0,0.0125,0,1,0
29715,1.0,1.0,0.4782608695652174,1,1,1,0,0.065,0,1,0
93596,0.0,0.0,0.8695652173913043,0,0,1,0,0.20500000000000002,1,0,0
50337,1.0,1.0,0.9130434782608695,1,1,1,0,0.31,1,0,0
54564,0.0,0.0,1.0,0,0,1,0,0.075,1,0,0
30130,1.0,1.0,0.6521739130434783,1,1,1,0,0.055,0,1,1
55448,1.0,1.0,0.9130434782608695,1,1,1,1,0.39,0,0,0
32630,1.0,1.0,0.7391304347826086,1,1,1,0,0.725,1,0,0
26489,1.0,1.0,0.8695652173913043,1,1,1,0,0.0325,0,1,0
3546,1.0,1.0,1.0,1,1,1,0,0.28,1,0,0
39272,1.0,1.0,1.0,1,1,1,1,0.41000000000000003,0,0,0
83058,1.0,1.0,0.7391304347826086,1,1,1,0,0.0825,1,0,0
40200,0.0,0.0,0.8260869565217391,0,0,1,1,0.18,0,0,0
16493,0.0,0.0,0.2608695652173913,0,0,1,0,0.0425,1,0,0
66778,1.0,1.0,0.7391304347826086,1,1,1,1,0.8875000000000001,0,0,0
2777,1.0,1.0,0.7826086956521738,1,1,1,0,0.0325,0,1,0
38879,1.0,1.0,0.7826086956521738,1,1,1,0,0.07,1,0,0
34304,1.0,1.0,0.43478260869565216,0,0,0,0,0.055,0,1,0
10417,1.0,1.0,0.7826086956521738,0,0,0,0,0.52,1,0,0
54328,1.0,1.0,0.6956521739130435,1,1,1,1,0.8975,0,0,0
67101,1.0,1.0,0.6521739130434783,0,0,0,0,0.0725,1,0,0
15392,1.0,1.0,0.34782608695652173,1,1,1,1,0.0625,0,0,0
29348,1.0,1.0,0.6521739130434783,1,1,1,0,0.055,0,1,0
39525,1.0,1.0,0.7391304347826086,1,1,1,0,0.0275,0,1,0
88137,1.0,1.0,0.7826086956521738,1,1,1,0,0.04,0,1,0
45147,1.0,1.0,0.7391304347826086,1,1,1,0,0.6875,1,0,0
61834,1.0,1.0,0.8260869565217391,0,0,0,0,0.075,0,1,1
99160,0.0,0.0,0.5217391304347826,0,0,1,1,0.0625,0,0,0
22002,1.0,1.0,0.8260869565217391,0,0,0,1,0.0675,0,0,0
51245,1.0,1.0,0.3913043478260869,0,0,0,1,0.64,0,0,0
96373,0.0,0.0,0.13043478260869565,0,0,1,0,0.0125,1,0,0
40755,0.0,0.0,0.7826086956521738,0,0,1,1,0.0475,0,0,0
24589,1.0,1.0,0.6956521739130435,1,1,1,0,0.075,1,0,0
67327,1.0,1.0,0.30434782608695654,1,1,1,0,0.05,1,0,0
19357,1.0,1.0,0.34782608695652173,1,1,1,1,0.0425,0,0,0
48942,1.0,1.0,1.0,1,1,1,1,0.915,0,0,0
62263,1.0,1.0,0.4782608695652174,1,1,1,0,0.07,1,0,0
7743,1.0,1.0,0.6086956521739131,1,1,1,0,0.025,1,0,0
32196,1.0,0.0,0.4782608695652174,1,0,1,1,0.0225,0,0,0
8342,1.0,1.0,0.5652173913043478,1,1,1,0,0.0325,1,0,0
58002,1.0,1.0,1.0,0,0,0,1,0.43,0,0,0
27894,1.0,1.0,0.3913043478260869,0,0,0,1,0.025,0,0,1
85858,1.0,1.0,0.7826086956521738,1,1,1,0,0.7375,1,0,0
98285,1.0,1.0,0.6521739130434783,0,0,0,0,0.985,1,0,0
33378,1.0,1.0,0.34782608695652173,0,0,0,1,0.735,0,0,0
36499,1.0,1.0,0.3913043478260869,1,1,1,0,0.07,0,1,0
62411,1.0,1.0,0.8695652173913043,0,0,0,0,0.0375,1,0,0
10725,1.0,1.0,0.5217391304347826,1,1,1,0,0.055,1,0,0
83179,0.0,0.0,0.5217391304347826,0,0,1,1,0.555,0,0,0
15366,1.0,1.0,0.7391304347826086,0,0,0,0,0.0425,1,0,0
43502,1.0,1.0,0.9130434782608695,0,0,0,1,0.0425,0,0,0
3627,1.0,1.0,0.4782608695652174,1,1,1,1,0.02,0,0,0
47960,1.0,1.0,1.0,1,1,1,0,0.0175,1,0,0
66867,1.0,1.0,0.8695652173913043,1,1,1,0,0.02,1,0,0
5501,1.0,1.0,0.4782608695652174,1,1,1,1,0.055,0,0,0
20390,1.0,1.0,0.9565217391304348,0,0,0,1,0.055,0,0,0
18692,1.0,1.0,0.6956521739130435,1,1,1,1,0.81,0,0,1
47534,1.0,1.0,0.6521739130434783,1,1,1,1,0.2975,0,0,0
99002,1.0,1.0,0.8260869565217391,1,1,1,0,0.03,0,1,1
5603,1.0,1.0,0.30434782608695654,0,0,0,0,0.0625,1,0,0
2221,1.0,1.0,0.6086956521739131,1,1,1,1,0.0725,0,0,0
13842,0.0,0.0,0.0,0,0,1,0,0.6825,1,0,0
66359,1.0,1.0,0.4782608695652174,1,1,1,0,0.0475,0,1,0
77377,1.0,0.0,0.6956521739130435,1,0,1,0,0.0475,0,1,0
10281,0.0,0.0,0.08695652173913043,0,0,1,1,0.06,0,0,0
5630,1.0,1.0,0.34782608695652173,0,0,0,0,0.0325,0,1,0
4485,1.0,1.0,0.6086956521739131,0,0,0,1,0.275,0,0,0
52066,1.0,1.0,0.5652173913043478,1,1,1,1,0.4,0,0,0
753,1.0,1.0,0.8260869565217391,1,1,1,0,0.035,1,0,0
15952,1.0,1.0,0.9565217391304348,1,1,1,1,0.9975,0,0,0
26371,1.0,0.0,0.4782608695652174,1,0,1,1,0.9575,0,0,0
5893,1.0,0.0,0.34782608695652173,0,1,0,1,0.5625,0,0,0
27165,1.0,1.0,1.0,1,1,1,1,0.9525,0,0,1
29490,1.0,1.0,0.8695652173913043,0,0,0,1,0.9775,0,0,0
21628,0.0,0.0,0.13043478260869565,0,0,1,0,0.0225,0,1,0
95170,1.0,1.0,0.9130434782608695,0,0,0,1,0.02,0,0,1
58433,1.0,1.0,0.43478260869565216,1,1,1,1,0.0325,0,0,0
87,1.0,1.0,0.6521739130434783,1,1,1,0,0.0275,0,1,0
58112,1.0,0.0,0.34782608695652173,1,0,1,0,0.0475,1,0,0
85703,1.0,1.0,0.4782608695652174,1,1,1,1,0.3175,0,0,0
55792,1.0,1.0,0.5217391304347826,0,0,0,0,0.59,1,0,0
81059,0.0,0.0,0.2608695652173913,0,0,1,0,0.0275,0,1,0
806,1.0,1.0,0.3913043478260869,1,1,1,1,0.2525,0,0,0
68671,1.0,1.0,0.5652173913043478,1,1,1,0,0.3875,1,0,0
61882,1.0,1.0,0.8260869565217391,1,1,1,0,0.405,1,0,0
26311,1.0,1.0,0.7391304347826086,1,1,1,0,0.0675,0,1,0
18679,1.0,1.0,0.8695652173913043,1,1,1,0,0.075,1,0,0
68466,1.0,1.0,0.34782608695652173,1,1,1,1,0.7325,0,0,0
17397,1.0,1.0,0.7826086956521738,1,1,1,0,0.4525,1,0,0
71873,1.0,1.0,0.6086956521739131,1,1,1,0,0.5750000000000001,1,0,0
